Alias,Fecha Ultima Localizacion,Latitud,Longitud,Direccion,Placa,Taller Molina,Region,Fecha,Hora,Proveedor
|BLR-943 SEGUNDO COLUNCHE|,2023-01-26 18:25:18,-6.64041,-79.7888,"NICANOR CARMONA,FERRENAFE,FERRENAFE,LAMBAYEQUE",BLR-943,False,Lambayeque,2023-01-26,18:25,Hunter
|CAO-651 GARCIA PAREDES JORGE LUIS|,2023-01-26 18:05:29,-12.097,-76.9245,"JIRON OMEGA,LA MOLINA,LIMA",CAO-651,False,Lima,2023-01-26,18:05,Hunter
15S4CCNGN1100143,2023-01-26 17:38:09,-12.0195,-77.1061,"AVENIDA ELMER FAUCETT,CALLAO,CALLAO",,False,Lima,2023-01-26,17:38,Hunter
BDN-864 [PAMELA LARRAURI - LIMA],2023-01-26 17:21:27,-12.1026,-76.9704,"AVENIDA LA ENCALADA,SANTIAGO DE SURCO,LIMA",BDN-864,False,Lima,2023-01-26,17:21,Hunter
BDN-865 [FAM H01],2023-01-26 17:52:40,-10.5278,-76.1805,"LONGITUDINAL DE LA SIERRA NORTE,PASCO,PASCO",BDN-865,False,Pasco,2023-01-26,17:52,Hunter
BDN-910 [GERMAN LUYO  - CAÑETE],2023-01-26 18:29:58,-13.4082,-76.1554,"(-13.4081,-76.1554),CHINCHA,ICA",BDN-910,False,Ica,2023-01-26,18:29,Hunter
BDN-931 [JUAN VALDEZ - NORTE CHICO],2023-01-26 18:22:45,-11.4928,-77.2019,"ANDRES DE LOS REYES,HUARAL,HUARAL,LIMA",BDN-931,False,Lima,2023-01-26,18:22,Hunter
BDO-789 [JULIAN RAMOS - PIURA],2023-01-09 18:42:04,-5.18519,-80.6438,"PE-02,PIURA,PIURA",BDO-789,False,Piura,2023-01-09,18:42,Hunter
BDO-879 [FAM H02],2023-01-26 18:22:47,-11.6409,-76.2315,"(-11.6409,-76.2315),HUAROCHIRI,LIMA",BDO-879,False,Lima,2023-01-26,18:22,Hunter
BDO-880 [ERNESTO ALVARADO- JUNIN],2023-01-26 18:25:55,-11.9949,-75.3319,"(-11.9949,-75.3318),ORCOTUNA,JUNIN",BDO-880,False,Junin,2023-01-26,18:25,Hunter
BEB-803,2023-01-26 18:10:52,-13.0765,-75.9899,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-803,False,Lima,2023-01-26,18:10,Hunter
BEB-806,2021-08-05 20:04:15,-13.079,-75.9921,"CHAVÍN, CHINCHA, ICA, PERU",BEB-806,False,Lima,2021-08-05,20:04,Hunter
BEB-819,2023-01-26 18:04:30,-13.086,-75.9946,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-819,False,Lima,2023-01-26,18:04,Hunter
BEB-824,2023-01-26 18:10:03,-13.0766,-75.99,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-824,False,Lima,2023-01-26,18:10,Hunter
BEB-832,2023-01-26 18:22:19,-13.0766,-75.9899,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-832,False,Lima,2023-01-26,18:22,Hunter
BEB-833,2023-01-26 18:32:42,-13.0765,-75.9899,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-833,False,Lima,2023-01-26,18:32,Hunter
BEB-835,2023-01-26 18:19:56,-13.0769,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-835,False,Lima,2023-01-26,18:19,Hunter
BEB-841,2023-01-26 17:58:20,-13.0769,-75.9902,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-841,False,Lima,2023-01-26,17:58,Hunter
BEB-843,2023-01-26 18:12:56,-13.0797,-75.994,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-843,False,Lima,2023-01-26,18:12,Hunter
BEB-844,2023-01-25 19:46:21,-13.0786,-75.9925,"(-13.0786,-75.9924),CHAVIN,ICA",BEB-844,False,Lima,2023-01-25,19:46,Hunter
BEB-845,2023-01-26 18:32:32,-13.0794,-75.9937,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-845,False,Lima,2023-01-26,18:32,Hunter
BEB-846,2023-01-26 18:32:06,-13.0772,-75.9915,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-846,False,Lima,2023-01-26,18:32,Hunter
BEB-857,2023-01-26 18:35:48,-13.0866,-75.9945,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-857,False,Lima,2023-01-26,18:35,Hunter
BEB-858,2023-01-26 17:59:59,-13.0766,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-858,False,Lima,2023-01-26,17:59,Hunter
BEB-859,2023-01-26 18:11:38,-13.0768,-75.9916,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-859,False,Lima,2023-01-26,18:11,Hunter
BEB-860,2023-01-26 18:16:20,-13.0767,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-860,False,Lima,2023-01-26,18:16,Hunter
BEB-867,2023-01-26 17:21:00,-12.0717,-76.9546,"LAS OROPENDOLAS,LA MOLINA,LIMA",BEB-867,True,Lima,2023-01-26,17:21,Hunter
BEB-868,2023-01-26 18:16:54,-13.0797,-75.9941,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-868,False,Lima,2023-01-26,18:16,Hunter
BEB-869,2023-01-26 18:35:22,-13.0768,-75.9911,0 / 0,BEB-869,False,Lima,2023-01-26,18:35,Hunter
BEB-872,2023-01-26 18:32:00,-13.0767,-75.9913,0 / 0,BEB-872,False,Lima,2023-01-26,18:32,Hunter
BEB-876,2023-01-26 17:58:53,-13.0768,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-876,False,Lima,2023-01-26,17:58,Hunter
BEB-878,2023-01-26 18:27:31,-13.0765,-75.9899,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-878,False,Lima,2023-01-26,18:27,Hunter
BEB-883,2023-01-26 18:33:52,-13.0796,-75.9938,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-883,False,Lima,2023-01-26,18:33,Hunter
BEB-888,2023-01-26 18:07:00,-13.0774,-75.9921,"(-13.0773,-75.9920),CHAVIN,ICA",BEB-888,False,Lima,2023-01-26,18:07,Hunter
BEB-891,2023-01-26 18:13:18,-13.087,-75.9937,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-891,False,Lima,2023-01-26,18:13,Hunter
BEB-892,2023-01-26 18:12:44,-13.0776,-75.9919,0 / 0,BEB-892,False,Lima,2023-01-26,18:12,Hunter
BEB-893,2023-01-26 18:24:47,-13.0797,-75.994,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-893,False,Lima,2023-01-26,18:24,Hunter
BEB-925,2023-01-26 17:48:49,-13.0767,-75.9912,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-925,False,Lima,2023-01-26,17:48,Hunter
BEB-931,2023-01-26 18:37:04,-13.0794,-75.9937,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-931,False,Lima,2023-01-26,18:37,Hunter
BEB-934,2023-01-26 17:41:59,-13.0768,-75.9917,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-934,False,Lima,2023-01-26,17:41,Hunter
BEB-938,2023-01-26 18:15:28,-13.0767,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-938,False,Lima,2023-01-26,18:15,Hunter
BEB-939,2023-01-26 15:36:55,-13.0743,-75.987,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-939,False,Lima,2023-01-26,15:36,Hunter
BEB-940,2023-01-26 18:29:32,-13.0798,-75.9942,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-940,False,Lima,2023-01-26,18:29,Hunter
BEB-941,2023-01-26 17:42:10,-13.0769,-75.9902,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEB-941,False,Lima,2023-01-26,17:42,Hunter
BEC-776,2023-01-26 18:33:16,-13.0771,-75.9919,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-776,False,Lima,2023-01-26,18:33,Hunter
BEC-777,2023-01-26 18:30:41,-13.0788,-75.992,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-777,False,Lima,2023-01-26,18:30,Hunter
BEC-778,2023-01-26 18:31:19,-13.0765,-75.9898,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-778,False,Lima,2023-01-26,18:31,Hunter
BEC-821,2023-01-26 18:36:01,-13.087,-75.9937,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-821,False,Lima,2023-01-26,18:36,Hunter
BEC-822,2023-01-26 18:24:43,-13.077,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-822,False,Lima,2023-01-26,18:24,Hunter
BEC-823,2022-12-18 15:00:15,-13.0797,-75.994,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-823,False,Lima,2022-12-18,15:00,Hunter
BEC-830,2023-01-26 18:26:47,-13.077,-75.9902,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-830,False,Lima,2023-01-26,18:26,Hunter
BEC-846,2023-01-26 18:06:27,-13.0768,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-846,False,Lima,2023-01-26,18:06,Hunter
BEC-847,2023-01-26 18:06:08,-13.0769,-75.9916,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-847,False,Lima,2023-01-26,18:06,Hunter
BEC-864,2023-01-26 12:51:29,-13.079,-75.9921,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-864,False,Lima,2023-01-26,12:51,Hunter
BEC-871,2021-08-05 19:07:03,-13.079,-75.9921,"CHAVÍN, CHINCHA, ICA, PERU",BEC-871,False,Lima,2021-08-05,19:07,Hunter
BEC-874,2023-01-26 18:25:33,-13.0766,-75.9901,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-874,False,Lima,2023-01-26,18:25,Hunter
BEC-875,2023-01-26 18:23:11,-13.087,-75.9937,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-875,False,Lima,2023-01-26,18:23,Hunter
BEC-923,2023-01-26 18:17:42,-13.0862,-75.9947,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-923,False,Lima,2023-01-26,18:17,Hunter
BEC-924,2023-01-26 18:06:27,-13.0768,-75.9917,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BEC-924,False,Lima,2023-01-26,18:06,Hunter
BED-867,2023-01-26 18:29:48,-13.0791,-75.9931,"CHAVÍN, CHINCHA, ICA, PERU",BED-867,False,Lima,2023-01-26,18:29,Hunter
BED-868,2023-01-26 17:57:11,-13.0763,-75.9918,"TAMBILLA, CHAVÍN, CHINCHA, ICA, PERU",BED-868,False,Lima,2023-01-26,17:57,Hunter
BED-869,2023-01-26 18:36:55,-13.0794,-75.9937,0 / 0,BED-869,False,Lima,2023-01-26,18:36,Hunter
BEP-783 [JULIAN RAMOS - PIURA],2023-01-26 18:36:24,-5.07937,-80.6688,"PI-519,PIURA,PIURA",BEP-783,False,Piura,2023-01-26,18:36,Hunter
BEP-786 [CARLOS JIMENEZ -ICA],2023-01-26 17:44:23,-14.073,-75.7272,"AVENIDA BOLIVAR,ICA,ICA",BEP-786,False,Ica,2023-01-26,17:44,Hunter
BEQ-780 [MBR SAN MARTIN H01],2021-02-26 06:43:52,-12.2483,-76.9327,"CALLE LOS PINOS,VILLA EL SALVADOR,VILLA EL SALVADOR",BEQ-780,False,Lima,2021-02-26,06:43,Hunter
BER-702 [ARENAS JULIAN- JUNIN],2023-01-26 18:37:03,-11.0512,-75.3216,"AVENIDA FRAY JERONIMO JIMENEZ,CHANCHAMAYO,JUNIN",BER-702,False,Junin,2023-01-26,18:37,Hunter
BER-731 [CRISTHIAN HERNANDEZ - CLIENTE ICA],2023-01-26 18:30:53,-14.0414,-75.7408,"AVENIDA JUAN JOSE SALAS,ICA,ICA",BER-731,False,Ica,2023-01-26,18:30,Hunter
BEV-876,2023-01-26 18:34:12,-13.0797,-75.9939,"(-13.0797,-75.9939),CHAVIN,ICA",BEV-876,False,Lima,2023-01-26,18:34,Hunter
BFF-703  [MBR PROCAMPO F01 CESAR GONZAGA],2023-01-26 18:21:50,-11.1081,-77.6071,"AVENIDA MIGUEL GRAU,HUACHO,LIMA",BFF-703,False,Lima,2023-01-26,18:21,Hunter
BFF-706  [MBR PROCAMPO F02 VICTOR ROJAS],2023-01-26 18:36:41,-9.94984,-76.2512,"(-9.9498,-76.2511),PILLCO MARCA,HUANUCO",BFF-706,False,Huanuco,2023-01-26,18:36,Hunter
BFF-717  [MBR PROCAMPO F03 JOSÉ MARIN],2023-01-26 17:44:49,-11.4934,-77.2025,"CALLE DERECHA,HUARAL,HUARAL,LIMA",BFF-717,False,Lima,2023-01-26,17:44,Hunter
BFG-898 [MBR PROCAMPO F04 FREDDY CUTIPA],2023-01-26 18:36:57,-16.4011,-71.5307,"OCTAVIO MUNOZ NAJAR,AREQUIPA,AREQUIPA",BFG-898,False,Arequipa,2023-01-26,18:36,Hunter
BFG-899 [MBR PROCAMPO F05 JOSE L CARRILLO],2023-01-26 18:09:19,-11.1176,-77.6057,"PASAJE MARIN,HUACHO,LIMA",BFG-899,False,Lima,2023-01-26,18:09,Hunter
BFH-859 [MBR PROCAMPO F06 KATYA MALDONADO],2023-01-26 18:02:31,-5.20096,-80.6413,"CALLE LIMA,PIURA,PIURA",BFH-859,False,Piura,2023-01-26,18:02,Hunter
BFH-860 [MBR PROCAMPO F07 DILMER ESCOBEDO],2023-01-26 18:06:21,-16.3546,-72.279,"AR-736,MAJES,AREQUIPA",BFH-860,False,Arequipa,2023-01-26,18:06,Hunter
BFI-943 [J FIDEL DIOS - PIURA],2023-01-26 18:30:35,-5.19374,-80.6444,"JIRON 5,26 DE OCTUBRE,PIURA",BFI-943,False,Piura,2023-01-26,18:30,Hunter
BFJ-930 [JORGE POMACHARI - CHICLAYO],2023-01-26 18:36:03,-6.63882,-79.7879,"CALLE UNION,FERRENAFE,FERRENAFE,LAMBAYEQUE",BFJ-930,False,Lambayeque,2023-01-26,18:36,Hunter
BFL-787 [MARTIN FLORES - PISCO],2023-01-26 17:51:19,-13.4231,-76.1302,"AVENIDA LUIS MASARO,CHINCHA ALTA,ICA",BFL-787,False,Ica,2023-01-26,17:51,Hunter
BHQ-906 [JAVIER RUIZ -ICA],2023-01-26 18:25:29,-14.0253,-75.7485,"(-14.0253,-75.7484),SUBTANJALLA,ICA",BHQ-906,False,Ica,2023-01-26,18:25,Hunter
BHR-741 [ALEJANDRO SOLDEVILLA-CHIMBOTE],2023-01-26 18:34:52,-9.11912,-78.5278,"(-9.1191,-78.5278),NUEVO CHIMBOTE,ANCASH",BHR-741,False,Ancash,2023-01-26,18:34,Hunter
BHR-908,2023-01-26 18:14:25,-13.0795,-75.9927,"(-13.0794,-75.9927),CHAVIN,ICA",BHR-908,False,Lima,2023-01-26,18:14,Hunter
BHS-723 [MAYCOL ORTIZ - CHICLAYO],2023-01-26 17:39:26,-6.79482,-79.8637,"(-6.7948,-79.8637),CHICLAYO,LAMBAYEQUE",BHS-723,False,Lambayeque,2023-01-26,17:39,Hunter
BHS-726,2023-01-26 17:58:42,-13.0772,-75.9904,"(-13.0772,-75.9903),CHAVIN,ICA",BHS-726,False,Lima,2023-01-26,17:58,Hunter
BHS-727 [SANTIAGO MUCHA  - AQP],2023-01-26 17:24:00,-16.3546,-71.567,"AVIACION,CERRO COLORADO,AREQUIPA",BHS-727,False,Arequipa,2023-01-26,17:24,Hunter
BHS-736 [JOSE GUERRERO-NVA CAJAMARCA],2023-01-26 18:36:48,-5.75506,-78.4439,"AVENIDA CHACHAPOYAS,BAGUA GRANDE,AMAZONAS",BHS-736,False,Amazonas,2023-01-26,18:36,Hunter
BHT-733 [YELTSIN -TARAPOTO],2023-01-26 18:21:05,-14.0112,-75.7389,"(-14.0111,-75.7388),ICA,ICA",BHT-733,False,Ica,2023-01-26,18:21,Hunter
BHT-763 [GUSTAVO MAYANGA - CHICLAYO],2023-01-26 18:36:19,-6.79517,-79.8641,"(-6.7951,-79.8641),CHICLAYO,LAMBAYEQUE",BHT-763,False,Lambayeque,2023-01-26,18:36,Hunter
BHT-829,2023-01-26 17:23:11,-12.072,-76.9536,"LOS JILGEROS,LA MOLINA,LIMA",BHT-829,True,Lima,2023-01-26,17:23,Hunter
BHT-861 [JIMY TAVARA- GRTE AGROINDUSTRIA],2023-01-26 18:12:40,-6.79563,-79.8643,"(-6.7956,-79.8642),CHICLAYO,LAMBAYEQUE",BHT-861,False,Lambayeque,2023-01-26,18:12,Hunter
BHU-726,2023-01-26 17:20:59,-12.0719,-76.9544,"LAS OROPENDOLAS,LA MOLINA,LIMA",BHU-726,True,Lima,2023-01-26,17:20,Hunter
BHU-809 [LENNO PARIAS - ZONA CHICLAYO ],2023-01-26 18:37:11,-6.7691,-79.8398,"CALLE LEONCIO PRADO,CHICLAYO,LAMBAYEQUE",BHU-809,False,Lambayeque,2023-01-26,18:37,Hunter
BHU-818,2022-10-13 21:32:18,-13.0785,-75.9925,"(-13.0785,-75.9925),CHAVIN,ICA",BHU-818,False,Lima,2022-10-13,21:32,Hunter
BHU-831,2023-01-26 17:41:30,-13.079,-75.9899,"(-13.0789,-75.9899),CHAVIN,ICA",BHU-831,False,Lima,2023-01-26,17:41,Hunter
BHU-840,2022-10-27 10:59:02,-12.0553,-76.9559,"JORGE GALVEZ,ATE,LIMA",BHU-840,False,Lima,2022-10-27,10:59,Hunter
BHU-938,2023-01-26 17:26:52,-12.0717,-76.9546,"LAS OROPENDOLAS,LA MOLINA,LIMA",BHU-938,True,Lima,2023-01-26,17:26,Hunter
BHV-722,2023-01-26 18:30:40,-12.072,-76.9547,"LAS OROPENDOLAS,LA MOLINA,LIMA",BHV-722,True,Lima,2023-01-26,18:30,Hunter
BHZ-895,2023-01-26 18:15:50,-13.0792,-75.99,"(-13.0791,-75.9900),CHAVIN,ICA",BHZ-895,False,Lima,2023-01-26,18:15,Hunter
BJD-803 [COSAPI ICA H01],2023-01-25 17:06:23,-14.5027,-75.6034,"(-14.5026,-75.603),ICA,ICA",BJD-803,False,Ica,2023-01-25,17:06,Hunter
BJD-840,2022-11-14 14:27:14,-13.0796,-75.9939,"(-13.079,-75.9938),CHAVIN,ICA",BJD-840,False,Lima,2022-11-14,14:27,Hunter
BJE-878 [COSAPI ICA H02],2023-01-26 18:06:14,-12.0551,-76.9558,"ACERO,ATE,LIMA",BJE-878,False,Lima,2023-01-26,18:06,Hunter
BKD-744,2023-01-26 18:24:34,-10.6097,-76.2103,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BKD-744,False,Pasco,2023-01-26,18:24,Hunter
BKD-745,2023-01-26 18:33:45,-10.6083,-76.2108,0 / 0,BKD-745,False,Pasco,2023-01-26,18:33,Hunter
BKD-746,2023-01-26 18:33:09,-10.6083,-76.2101,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BKD-746,False,Pasco,2023-01-26,18:33,Hunter
BKD-761,2023-01-26 18:32:15,-10.5797,-76.2204,"SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BKD-761,False,Pasco,2023-01-26,18:32,Hunter
BKD-889,2023-01-26 17:48:57,-10.6103,-76.2101,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BKD-889,False,Pasco,2023-01-26,17:48,Hunter
BKD-893 [AT],2023-01-26 18:17:33,-10.5767,-76.1908,"PA-559, YANAPAMPA, YANACANCHA, PASCO, PERU",BKD-893,False,Pasco,2023-01-26,18:17,Hunter
BKD-939,2023-01-26 17:58:37,-10.6094,-76.2097,"SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BKD-939,False,Pasco,2023-01-26,17:58,Hunter
BKE-792,2023-01-26 18:21:55,-10.6093,-76.2097,"SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BKE-792,False,Pasco,2023-01-26,18:21,Hunter
BKE-795,2022-10-18 15:19:34,-10.6085,-76.21,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BKE-795,False,Pasco,2022-10-18,15:19,Hunter
BKE-796,2023-01-26 17:52:46,-10.6083,-76.2107,"PA-559, SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BKE-796,False,Pasco,2023-01-26,17:52,Hunter
BKE-849,2023-01-26 17:50:18,-10.6121,-76.21,"SAN JUAN DE MILPO, SAN FRANCISCO DE ASÍS DE YARUSYACÁN, PASCO, PERU",BKE-849,False,Pasco,2023-01-26,17:50,Hunter
BKF-831 [CRISTIAN MONTENEGRO-CHICLAYO],2023-01-26 17:58:26,-6.82148,-79.9084,"AVENIDA PIMENTEL,CHICLAYO,LAMBAYEQUE",BKF-831,False,Lambayeque,2023-01-26,17:58,Hunter
BKF-935 [RENE FLORIAN - AQP],2023-01-26 18:36:35,-16.4932,-71.8454,"PANAMERICANA SUR,LA JOYA,AREQUIPA",BKF-935,False,Arequipa,2023-01-26,18:36,Hunter
BKI-922,2023-01-26 18:08:24,-14.0852,-75.7423,"(-14.0852,-75.7422),ICA,ICA",BKI-922,False,Ica,2023-01-26,18:08,Hunter
BKN-826,2023-01-26 18:04:05,-10.7445,-77.753,"JIRON LAURIAMA,BARRANCA,LIMA",BKN-826,False,Lima,2023-01-26,18:04,Hunter
BKN-845,2023-01-26 18:02:48,-17.9985,-70.2443,"CARLOS ARMANDO LAURA,TACNA,TACNA",BKN-845,False,Tacna,2023-01-26,18:02,Hunter
BKN-897,2023-01-26 18:26:55,-10.6877,-77.6807,"PE-16A,PATIVILCA,LIMA",BKN-897,False,Lima,2023-01-26,18:26,Hunter
BKN-922,2023-01-26 18:20:44,-11.0653,-77.595,"(-11.0653,-77.5949),HUAURA,LIMA",BKN-922,False,Lima,2023-01-26,18:20,Hunter
BKO-733,2023-01-26 18:36:53,-16.5135,-71.6314,"CARRETERA CERRO VERDE,UCHUMAYO,AREQUIPA",BKO-733,False,Arequipa,2023-01-26,18:36,Hunter
BKO-736,2023-01-26 18:33:46,-9.41296,-78.1933,"(-9.4129,-78.1932),BUENA VISTA ALTA,ANCASH",BKO-736,False,Ancash,2023-01-26,18:33,Hunter
BKO-737,2023-01-26 17:59:01,-8.41549,-78.7563,"AVENIDA VIRU,VIRU,LA LIBERTAD",BKO-737,False,La Libertad,2023-01-26,17:59,Hunter
BKO-835,2023-01-26 17:39:19,-9.07234,-78.5927,"JIRON ALFONSO UGARTE,JIRON LOS ANDES,CHIMBOTE,ANCASH",BKO-835,False,Ancash,2023-01-26,17:39,Hunter
BKO-854,2023-01-26 17:37:30,-11.4937,-77.2032,"CALLE DERECHA,HUARAL,HUARAL,LIMA",BKO-854,False,Lima,2023-01-26,17:37,Hunter
BKO-946,2023-01-26 18:31:05,-16.3609,-72.1905,"AVENIDA CAYLLOMA,MAJES,AREQUIPA",BKO-946,False,Arequipa,2023-01-26,18:31,Hunter
BKX-768 [LAP-TI-01],2023-01-26 18:03:12,-12.0234,-77.1085,"(-12.0234,-77.1084),CALLAO,CALLAO",BKX-768,False,Lima,2023-01-26,18:03,Hunter
BKX-779 [LAP-CCO-02],2023-01-26 18:35:58,-12.0232,-77.1083,"(-12.0232,-77.1082),CALLAO,CALLAO",BKX-779,False,Lima,2023-01-26,18:35,Hunter
BKX-822 [LAP-CCO-01],2023-01-26 17:58:39,-12.0715,-76.9537,"LOS JILGEROS,LA MOLINA,LIMA",BKX-822,True,Lima,2023-01-26,17:58,Hunter
BKY-777 [LAP-CCO-07],2023-01-26 18:37:01,-12.0223,-77.1108,"(-12.0223,-77.1107),CALLAO,CALLAO",BKY-777,False,Lima,2023-01-26,18:37,Hunter
BKY-784 [LAP-CCO-03],2023-01-26 18:35:53,-12.0329,-77.1063,"CALLE CORONGO,CALLAO,CALLAO",BKY-784,False,Lima,2023-01-26,18:35,Hunter
